id_medicamento,nombre_medicamento,pais,anio,bimestre,unidades_solicitadas,moneda
MED_GABAPENTINA,gabapentina,mexico,2023,6,3,EUR
MED_GABAPENTINA,gabapentina,mexico,2024,1,1,EUR
MED_GABAPENTINA,gabapentina,mexico,2024,2,6,EUR
MED_GABAPENTINA,gabapentina,mexico,2024,3,3,EUR
MED_GABAPENTINA,gabapentina,mexico,2024,4,9,EUR
MED_GABAPENTINA,gabapentina,mexico,2024,5,4,EUR
MED_GABAPENTINA,gabapentina,mexico,2024,6,4,EUR
MED_GABAPENTINA,gabapentina,mexico,2025,1,2,EUR
MED_GABAPENTINA,gabapentina,mexico,2025,2,8,EUR
MED_GABAPENTINA,gabapentina,mexico,2025,3,4,EUR
MED_GABAPENTINA,gabapentina,mexico,2025,4,2,EUR
MED_GABAPENTINA,gabapentina,mexico,2025,5,10,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2023,1,7,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2023,2,14,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2023,3,20,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2023,4,19,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2023,5,41,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2023,6,24,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2024,1,15,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2024,2,24,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2024,3,16,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2024,4,31,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2024,5,27,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2024,6,25,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2025,1,13,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2025,2,24,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2025,3,24,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2025,4,29,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2025,5,11,EUR
MED_GLIBENCLAMIDA,glibenclamida,espana,2025,6,36,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2023,1,13,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2023,2,27,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2023,3,20,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2023,4,38,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2023,5,16,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2023,6,14,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2024,1,25,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2024,2,40,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2024,3,18,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2024,4,14,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2024,5,152,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2024,6,33,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2025,1,17,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2025,2,19,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2025,3,45,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2025,4,19,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2025,5,20,EUR
MED_GLIBENCLAMIDA,glibenclamida,estados_unidos,2025,6,19,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2023,1,18,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2023,2,25,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2023,3,22,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2023,4,24,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2023,5,44,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2023,6,24,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2024,1,21,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2024,2,5,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2024,3,24,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2024,4,24,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2024,5,28,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2024,6,28,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2025,1,29,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2025,2,25,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2025,3,121,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2025,4,18,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2025,5,28,EUR
MED_GLIBENCLAMIDA,glibenclamida,mexico,2025,6,34,EUR
MED_IBUPROFENO,ibuprofeno,espana,2023,1,107,EUR
MED_IBUPROFENO,ibuprofeno,espana,2023,2,176,EUR
MED_IBUPROFENO,ibuprofeno,espana,2023,3,49,EUR
MED_IBUPROFENO,ibuprofeno,espana,2023,4,70,EUR
MED_IBUPROFENO,ibuprofeno,espana,2023,5,57,EUR
MED_IBUPROFENO,ibuprofeno,espana,2023,6,65,EUR
MED_IBUPROFENO,ibuprofeno,espana,2024,1,78,EUR
MED_IBUPROFENO,ibuprofeno,espana,2024,2,81,EUR
MED_IBUPROFENO,ibuprofeno,espana,2024,3,72,EUR
MED_IBUPROFENO,ibuprofeno,espana,2024,4,82,EUR
MED_IBUPROFENO,ibuprofeno,espana,2024,5,71,EUR
MED_IBUPROFENO,ibuprofeno,espana,2024,6,51,EUR
MED_IBUPROFENO,ibuprofeno,espana,2025,1,70,EUR
MED_IBUPROFENO,ibuprofeno,espana,2025,2,55,EUR
MED_IBUPROFENO,ibuprofeno,espana,2025,3,53,EUR
MED_IBUPROFENO,ibuprofeno,espana,2025,4,65,EUR
MED_IBUPROFENO,ibuprofeno,espana,2025,5,51,EUR
MED_IBUPROFENO,ibuprofeno,espana,2025,6,48,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2023,1,170,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2023,2,87,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2023,3,50,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2023,4,44,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2023,5,100,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2023,6,187,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2024,1,269,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2024,2,44,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2024,3,58,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2024,4,180,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2024,5,74,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2024,6,82,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2025,1,55,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2025,2,52,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2025,3,60,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2025,4,166,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2025,5,69,EUR
MED_IBUPROFENO,ibuprofeno,estados_unidos,2025,6,62,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2023,1,148,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2023,2,68,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2023,3,181,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2023,4,72,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2023,5,81,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2023,6,78,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2024,1,64,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2024,2,213,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2024,3,158,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2024,4,64,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2024,5,91,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2024,6,189,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2025,1,68,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2025,2,57,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2025,3,73,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2025,4,63,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2025,5,56,EUR
MED_IBUPROFENO,ibuprofeno,mexico,2025,6,50,EUR
MED_INSULINA,insulina,espana,2023,1,12,EUR
MED_INSULINA,insulina,espana,2023,2,15,EUR
MED_INSULINA,insulina,espana,2023,3,27,EUR
MED_INSULINA,insulina,espana,2023,4,26,EUR
MED_INSULINA,insulina,espana,2023,5,164,EUR
MED_INSULINA,insulina,espana,2023,6,32,EUR
MED_INSULINA,insulina,espana,2024,1,38,EUR
MED_INSULINA,insulina,espana,2024,2,118,EUR
MED_INSULINA,insulina,espana,2024,3,12,EUR
MED_INSULINA,insulina,espana,2024,4,35,EUR
MED_INSULINA,insulina,espana,2024,5,151,EUR
MED_INSULINA,insulina,espana,2024,6,19,EUR
MED_INSULINA,insulina,espana,2025,1,146,EUR
MED_INSULINA,insulina,espana,2025,2,21,EUR
MED_INSULINA,insulina,espana,2025,3,26,EUR
MED_INSULINA,insulina,espana,2025,4,46,EUR
MED_INSULINA,insulina,espana,2025,5,21,EUR
MED_INSULINA,insulina,espana,2025,6,25,EUR
MED_INSULINA,insulina,estados_unidos,2023,1,15,EUR
MED_INSULINA,insulina,estados_unidos,2023,2,44,EUR
MED_INSULINA,insulina,estados_unidos,2023,3,34,EUR
MED_INSULINA,insulina,estados_unidos,2023,4,23,EUR
MED_INSULINA,insulina,estados_unidos,2023,5,15,EUR
MED_INSULINA,insulina,estados_unidos,2023,6,124,EUR
MED_INSULINA,insulina,estados_unidos,2024,1,32,EUR
MED_INSULINA,insulina,estados_unidos,2024,2,157,EUR
MED_INSULINA,insulina,estados_unidos,2024,3,41,EUR
MED_INSULINA,insulina,estados_unidos,2024,4,18,EUR
MED_INSULINA,insulina,estados_unidos,2024,5,16,EUR
MED_INSULINA,insulina,estados_unidos,2024,6,28,EUR
MED_INSULINA,insulina,estados_unidos,2025,1,20,EUR
MED_INSULINA,insulina,estados_unidos,2025,2,23,EUR
MED_INSULINA,insulina,estados_unidos,2025,3,41,EUR
MED_INSULINA,insulina,estados_unidos,2025,4,120,EUR
MED_INSULINA,insulina,estados_unidos,2025,5,41,EUR
MED_INSULINA,insulina,estados_unidos,2025,6,124,EUR
MED_INSULINA,insulina,mexico,2023,1,15,EUR
MED_INSULINA,insulina,mexico,2023,2,120,EUR
MED_INSULINA,insulina,mexico,2023,3,38,EUR
MED_INSULINA,insulina,mexico,2023,4,32,EUR
MED_INSULINA,insulina,mexico,2023,5,27,EUR
MED_INSULINA,insulina,mexico,2023,6,18,EUR
MED_INSULINA,insulina,mexico,2024,1,33,EUR
MED_INSULINA,insulina,mexico,2024,2,19,EUR
MED_INSULINA,insulina,mexico,2024,3,57,EUR
MED_INSULINA,insulina,mexico,2024,4,35,EUR
MED_INSULINA,insulina,mexico,2024,5,27,EUR
MED_INSULINA,insulina,mexico,2024,6,43,EUR
MED_INSULINA,insulina,mexico,2025,1,31,EUR
MED_INSULINA,insulina,mexico,2025,2,18,EUR
MED_INSULINA,insulina,mexico,2025,3,25,EUR
MED_INSULINA,insulina,mexico,2025,4,20,EUR
MED_INSULINA,insulina,mexico,2025,5,129,EUR
MED_INSULINA,insulina,mexico,2025,6,49,EUR
MED_KETOROLACO,ketorolaco,espana,2023,1,10,EUR
MED_KETOROLACO,ketorolaco,espana,2023,2,8,EUR
MED_KETOROLACO,ketorolaco,espana,2023,3,222,EUR
MED_KETOROLACO,ketorolaco,espana,2023,4,5,EUR
MED_KETOROLACO,ketorolaco,espana,2023,5,13,EUR
MED_KETOROLACO,ketorolaco,espana,2023,6,10,EUR
MED_KETOROLACO,ketorolaco,espana,2024,1,13,EUR
MED_KETOROLACO,ketorolaco,espana,2024,2,11,EUR
MED_KETOROLACO,ketorolaco,espana,2024,3,14,EUR
MED_KETOROLACO,ketorolaco,espana,2024,4,20,EUR
MED_KETOROLACO,ketorolaco,espana,2024,6,10,EUR
MED_KETOROLACO,ketorolaco,espana,2025,1,14,EUR
MED_KETOROLACO,ketorolaco,espana,2025,2,11,EUR
MED_KETOROLACO,ketorolaco,espana,2025,3,5,EUR
MED_KETOROLACO,ketorolaco,espana,2025,4,5,EUR
MED_KETOROLACO,ketorolaco,espana,2025,5,7,EUR
MED_KETOROLACO,ketorolaco,espana,2025,6,11,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2023,1,13,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2023,2,14,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2023,3,10,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2023,4,22,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2023,5,14,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2023,6,11,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2024,1,21,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2024,2,5,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2024,3,13,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2024,4,2,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2024,5,8,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2024,6,7,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2025,1,12,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2025,2,11,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2025,3,10,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2025,4,24,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2025,5,7,EUR
MED_KETOROLACO,ketorolaco,estados_unidos,2025,6,9,EUR
MED_KETOROLACO,ketorolaco,mexico,2023,1,11,EUR
MED_KETOROLACO,ketorolaco,mexico,2023,2,10,EUR
MED_KETOROLACO,ketorolaco,mexico,2023,3,6,EUR
MED_KETOROLACO,ketorolaco,mexico,2023,4,12,EUR
MED_KETOROLACO,ketorolaco,mexico,2023,5,139,EUR
MED_KETOROLACO,ketorolaco,mexico,2023,6,3,EUR
MED_KETOROLACO,ketorolaco,mexico,2024,1,8,EUR
MED_KETOROLACO,ketorolaco,mexico,2024,2,6,EUR
MED_KETOROLACO,ketorolaco,mexico,2024,3,6,EUR
MED_KETOROLACO,ketorolaco,mexico,2024,4,7,EUR
MED_KETOROLACO,ketorolaco,mexico,2024,5,4,EUR
MED_KETOROLACO,ketorolaco,mexico,2024,6,4,EUR
MED_KETOROLACO,ketorolaco,mexico,2025,1,6,EUR
MED_KETOROLACO,ketorolaco,mexico,2025,2,5,EUR
MED_KETOROLACO,ketorolaco,mexico,2025,3,11,EUR
MED_KETOROLACO,ketorolaco,mexico,2025,4,15,EUR
MED_KETOROLACO,ketorolaco,mexico,2025,5,6,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2023,1,4,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2023,3,6,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2023,4,1,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2023,5,7,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2023,6,6,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2024,1,5,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2024,2,6,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2024,4,4,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2024,5,122,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2024,6,1,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2025,1,10,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2025,2,3,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2025,3,10,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2025,4,8,EUR
MED_LEVOTIROXINA,levotiroxina,espana,2025,6,13,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2023,1,6,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2023,2,6,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2023,3,3,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2023,4,10,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2023,5,3,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2023,6,7,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2024,1,17,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2024,2,3,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2024,4,4,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2024,5,6,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2024,6,7,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2025,1,6,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2025,2,6,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2025,3,4,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2025,4,2,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2025,5,10,EUR
MED_LEVOTIROXINA,levotiroxina,estados_unidos,2025,6,1,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2023,2,5,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2023,3,5,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2023,4,15,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2023,5,7,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2023,6,3,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2024,2,2,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2024,3,4,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2024,4,5,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2024,5,3,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2024,6,6,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2025,1,1,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2025,2,6,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2025,3,9,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2025,4,4,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2025,5,5,EUR
MED_LEVOTIROXINA,levotiroxina,mexico,2025,6,10,EUR
MED_LORATADINA,loratadina,espana,2023,1,3,EUR
MED_LORATADINA,loratadina,espana,2023,2,102,EUR
MED_LORATADINA,loratadina,espana,2023,3,3,EUR
MED_LORATADINA,loratadina,espana,2023,4,17,EUR
MED_LORATADINA,loratadina,espana,2023,5,4,EUR
MED_LORATADINA,loratadina,espana,2023,6,9,EUR
MED_LORATADINA,loratadina,espana,2024,1,10,EUR
MED_LORATADINA,loratadina,espana,2024,2,14,EUR
MED_LORATADINA,loratadina,espana,2024,3,3,EUR
MED_LORATADINA,loratadina,espana,2024,4,5,EUR
MED_LORATADINA,loratadina,espana,2024,5,5,EUR
MED_LORATADINA,loratadina,espana,2024,6,2,EUR
MED_LORATADINA,loratadina,espana,2025,1,7,EUR
MED_LORATADINA,loratadina,espana,2025,2,8,EUR
MED_LORATADINA,loratadina,espana,2025,3,1,EUR
MED_LORATADINA,loratadina,espana,2025,4,15,EUR
MED_LORATADINA,loratadina,estados_unidos,2023,1,4,EUR
MED_LORATADINA,loratadina,estados_unidos,2023,2,10,EUR
MED_LORATADINA,loratadina,estados_unidos,2023,3,10,EUR
MED_LORATADINA,loratadina,estados_unidos,2023,4,6,EUR
MED_LORATADINA,loratadina,estados_unidos,2023,5,13,EUR
MED_LORATADINA,loratadina,estados_unidos,2023,6,3,EUR
MED_LORATADINA,loratadina,estados_unidos,2024,1,3,EUR
MED_LORATADINA,loratadina,estados_unidos,2024,2,4,EUR
MED_LORATADINA,loratadina,estados_unidos,2024,3,7,EUR
MED_LORATADINA,loratadina,estados_unidos,2024,4,13,EUR
MED_LORATADINA,loratadina,estados_unidos,2024,5,4,EUR
MED_LORATADINA,loratadina,estados_unidos,2024,6,6,EUR
MED_LORATADINA,loratadina,estados_unidos,2025,1,5,EUR
MED_LORATADINA,loratadina,estados_unidos,2025,2,6,EUR
MED_LORATADINA,loratadina,estados_unidos,2025,4,13,EUR
MED_LORATADINA,loratadina,estados_unidos,2025,5,3,EUR
MED_LORATADINA,loratadina,estados_unidos,2025,6,1,EUR
MED_LORATADINA,loratadina,mexico,2023,1,3,EUR
MED_LORATADINA,loratadina,mexico,2023,2,5,EUR
MED_LORATADINA,loratadina,mexico,2023,3,13,EUR
MED_LORATADINA,loratadina,mexico,2023,4,5,EUR
MED_LORATADINA,loratadina,mexico,2023,5,128,EUR
MED_LORATADINA,loratadina,mexico,2023,6,4,EUR
MED_LORATADINA,loratadina,mexico,2024,1,3,EUR
MED_LORATADINA,loratadina,mexico,2024,2,5,EUR
MED_LORATADINA,loratadina,mexico,2024,3,6,EUR
MED_LORATADINA,loratadina,mexico,2024,4,9,EUR
MED_LORATADINA,loratadina,mexico,2024,5,1,EUR
MED_LORATADINA,loratadina,mexico,2024,6,6,EUR
MED_LORATADINA,loratadina,mexico,2025,1,10,EUR
MED_LORATADINA,loratadina,mexico,2025,2,3,EUR
MED_LORATADINA,loratadina,mexico,2025,3,7,EUR
MED_LORATADINA,loratadina,mexico,2025,4,7,EUR
MED_LORATADINA,loratadina,mexico,2025,5,9,EUR
MED_LORATADINA,loratadina,mexico,2025,6,1,EUR
MED_LOSARTAN,losartan,espana,2023,1,51,EUR
MED_LOSARTAN,losartan,espana,2023,2,15,EUR
MED_LOSARTAN,losartan,espana,2023,3,49,EUR
MED_LOSARTAN,losartan,espana,2023,4,33,EUR
MED_LOSARTAN,losartan,espana,2023,5,32,EUR
MED_LOSARTAN,losartan,espana,2023,6,30,EUR
MED_LOSARTAN,losartan,espana,2024,1,33,EUR
MED_LOSARTAN,losartan,espana,2024,2,36,EUR
MED_LOSARTAN,losartan,espana,2024,3,30,EUR
MED_LOSARTAN,losartan,espana,2024,4,51,EUR
MED_LOSARTAN,losartan,espana,2024,5,32,EUR
MED_LOSARTAN,losartan,espana,2024,6,35,EUR
MED_LOSARTAN,losartan,espana,2025,1,33,EUR
MED_LOSARTAN,losartan,espana,2025,2,32,EUR
MED_LOSARTAN,losartan,espana,2025,3,37,EUR
MED_LOSARTAN,losartan,espana,2025,4,34,EUR
MED_LOSARTAN,losartan,espana,2025,5,41,EUR
MED_LOSARTAN,losartan,espana,2025,6,19,EUR
MED_LOSARTAN,losartan,estados_unidos,2023,1,22,EUR
MED_LOSARTAN,losartan,estados_unidos,2023,2,25,EUR
MED_LOSARTAN,losartan,estados_unidos,2023,3,42,EUR
MED_LOSARTAN,losartan,estados_unidos,2023,4,27,EUR
MED_LOSARTAN,losartan,estados_unidos,2023,5,36,EUR
MED_LOSARTAN,losartan,estados_unidos,2023,6,59,EUR
MED_LOSARTAN,losartan,estados_unidos,2024,1,128,EUR
MED_LOSARTAN,losartan,estados_unidos,2024,2,25,EUR
MED_LOSARTAN,losartan,estados_unidos,2024,3,48,EUR
MED_LOSARTAN,losartan,estados_unidos,2024,4,24,EUR
MED_LOSARTAN,losartan,estados_unidos,2024,5,28,EUR
MED_LOSARTAN,losartan,estados_unidos,2024,6,30,EUR
MED_LOSARTAN,losartan,estados_unidos,2025,1,39,EUR
MED_LOSARTAN,losartan,estados_unidos,2025,2,52,EUR
MED_LOSARTAN,losartan,estados_unidos,2025,3,35,EUR
MED_LOSARTAN,losartan,estados_unidos,2025,4,43,EUR
MED_LOSARTAN,losartan,estados_unidos,2025,5,158,EUR
MED_LOSARTAN,losartan,estados_unidos,2025,6,36,EUR
MED_LOSARTAN,losartan,mexico,2023,1,40,EUR
MED_LOSARTAN,losartan,mexico,2023,2,41,EUR
MED_LOSARTAN,losartan,mexico,2023,3,37,EUR
MED_LOSARTAN,losartan,mexico,2023,4,46,EUR
MED_LOSARTAN,losartan,mexico,2023,5,23,EUR
MED_LOSARTAN,losartan,mexico,2023,6,33,EUR
MED_LOSARTAN,losartan,mexico,2024,1,13,EUR
MED_LOSARTAN,losartan,mexico,2024,2,33,EUR
MED_LOSARTAN,losartan,mexico,2024,3,29,EUR
MED_LOSARTAN,losartan,mexico,2024,4,32,EUR
MED_LOSARTAN,losartan,mexico,2024,5,40,EUR
MED_LOSARTAN,losartan,mexico,2024,6,45,EUR
MED_LOSARTAN,losartan,mexico,2025,1,31,EUR
MED_LOSARTAN,losartan,mexico,2025,2,36,EUR
MED_LOSARTAN,losartan,mexico,2025,3,135,EUR
MED_LOSARTAN,losartan,mexico,2025,4,32,EUR
MED_LOSARTAN,losartan,mexico,2025,5,25,EUR
MED_LOSARTAN,losartan,mexico,2025,6,16,EUR
MED_METFORMINA,metformina,espana,2023,1,62,EUR
MED_METFORMINA,metformina,espana,2023,2,140,EUR
MED_METFORMINA,metformina,espana,2023,3,53,EUR
MED_METFORMINA,metformina,espana,2023,4,61,EUR
MED_METFORMINA,metformina,espana,2023,5,98,EUR
MED_METFORMINA,metformina,espana,2023,6,44,EUR
MED_METFORMINA,metformina,espana,2024,1,53,EUR
MED_METFORMINA,metformina,espana,2024,2,56,EUR
MED_METFORMINA,metformina,espana,2024,3,46,EUR
MED_METFORMINA,metformina,espana,2024,4,42,EUR
MED_METFORMINA,metformina,espana,2024,5,74,EUR
MED_METFORMINA,metformina,espana,2024,6,38,EUR
MED_METFORMINA,metformina,espana,2025,1,37,EUR
MED_METFORMINA,metformina,espana,2025,2,53,EUR
MED_METFORMINA,metformina,espana,2025,3,48,EUR
MED_METFORMINA,metformina,espana,2025,4,74,EUR
MED_METFORMINA,metformina,espana,2025,5,66,EUR
MED_METFORMINA,metformina,espana,2025,6,61,EUR
MED_METFORMINA,metformina,estados_unidos,2023,1,47,EUR
MED_METFORMINA,metformina,estados_unidos,2023,2,64,EUR
MED_METFORMINA,metformina,estados_unidos,2023,3,58,EUR
MED_METFORMINA,metformina,estados_unidos,2023,4,42,EUR
MED_METFORMINA,metformina,estados_unidos,2023,5,45,EUR
MED_METFORMINA,metformina,estados_unidos,2023,6,60,EUR
MED_METFORMINA,metformina,estados_unidos,2024,1,139,EUR
MED_METFORMINA,metformina,estados_unidos,2024,2,64,EUR
MED_METFORMINA,metformina,estados_unidos,2024,3,66,EUR
MED_METFORMINA,metformina,estados_unidos,2024,4,57,EUR
MED_METFORMINA,metformina,estados_unidos,2024,5,55,EUR
MED_METFORMINA,metformina,estados_unidos,2024,6,71,EUR
MED_METFORMINA,metformina,estados_unidos,2025,1,66,EUR
MED_METFORMINA,metformina,estados_unidos,2025,2,40,EUR
MED_METFORMINA,metformina,estados_unidos,2025,3,61,EUR
MED_METFORMINA,metformina,estados_unidos,2025,4,55,EUR
MED_METFORMINA,metformina,estados_unidos,2025,5,46,EUR
MED_METFORMINA,metformina,estados_unidos,2025,6,53,EUR
MED_METFORMINA,metformina,mexico,2023,1,63,EUR
MED_METFORMINA,metformina,mexico,2023,2,60,EUR
MED_METFORMINA,metformina,mexico,2023,3,58,EUR
MED_METFORMINA,metformina,mexico,2023,4,258,EUR
MED_METFORMINA,metformina,mexico,2023,5,81,EUR
MED_METFORMINA,metformina,mexico,2023,6,48,EUR
