archivo,sistema,sede,anio,columna,registros,faltantes,porcentaje_faltantes,unicos_no_faltantes,tipo_inferido
transacciones_mexico_2023.csv,transacciones,mexico,2023,monto_cobro,1667,14,0.84,1290,numeric
transacciones_mexico_2023.csv,transacciones,mexico,2023,metodo_pago,1667,0,0.0,3,text
transacciones_mexico_2023.csv,transacciones,mexico,2023,registro_previo,1667,0,0.0,2,numeric
transacciones_mexico_2023.csv,transacciones,mexico,2023,fecha_primer_registro,1667,0,0.0,781,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,id_transaccion,1667,0,0.0,1667,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,fecha,1667,0,0.0,364,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,nombre_paciente,1667,0,0.0,1294,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,tipo_consulta,1667,0,0.0,7,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,medico_cargo,1667,0,0.0,5,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,telefono_contacto,1667,38,2.28,1423,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,correo_electronico,1667,119,7.139,1238,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,direccion,1667,0,0.0,1236,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,monto_cobro,1667,14,0.84,1278,numeric
transacciones_mexico_2024.csv,transacciones,mexico,2024,metodo_pago,1667,0,0.0,3,text
transacciones_mexico_2024.csv,transacciones,mexico,2024,registro_previo,1667,0,0.0,2,numeric
transacciones_mexico_2024.csv,transacciones,mexico,2024,fecha_primer_registro,1667,0,0.0,909,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,id_transaccion,1666,0,0.0,1666,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,fecha,1666,0,0.0,360,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,nombre_paciente,1666,0,0.0,1306,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,tipo_consulta,1666,0,0.0,7,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,medico_cargo,1666,0,0.0,5,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,telefono_contacto,1666,48,2.881,1424,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,correo_electronico,1666,120,7.203,1257,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,direccion,1666,0,0.0,1259,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,monto_cobro,1666,8,0.48,1277,numeric
transacciones_mexico_2025.csv,transacciones,mexico,2025,metodo_pago,1666,0,0.0,3,text
transacciones_mexico_2025.csv,transacciones,mexico,2025,registro_previo,1666,0,0.0,2,numeric
transacciones_mexico_2025.csv,transacciones,mexico,2025,fecha_primer_registro,1666,0,0.0,898,text
